School Year,Topic,Grade,District,District Name,Proficient,Total,% Proficient,Proficient Category,District Office Location
2014,Reading,8,1215,Clarksville,11.0,18.0,61.1,60.1 - 70%,"318 N Mather
Clarksville, Iowa 506190689
(42.787370153, -92.666493391)"
2014,Reading,5,1944,Eagle Grove,37.0,52.0,71.2,70.1 - 80%,"325 N Commercial
Eagle Grove, Iowa 50533
(42.667098434, -93.904557978)"
2014,Reading,10,6768,Washington,93.0,113.0,82.3,80.1 - 90%,"404 West Main
Washington, Iowa 52353
(41.299488564, -91.695850367)"
2014,Math,6,513,Baxter,22.0,29.0,75.9,70.1 - 80%,"202 E State
Baxter, Iowa 50028
(41.826357902, -93.149370912)"
2014,Reading,3,2988,Hinton,37.0,48.0,77.1,70.1 - 80%,"315 W Grand
Hinton, Iowa 51024
(42.625597885001, -96.295227364)"
2014,Reading,11,4122,Martensdale-St Marys,29.0,37.0,78.4,70.1 - 80%,"390 Burlington
Martensdale, Iowa 50160
(41.372996559, -93.735495715)"
2014,Math,11,5976,Shenandoah,54.0,65.0,83.1,80.1 - 90%,"304 West Nishna
Shenandoah, Iowa 51601
(40.757264109, -95.368784667)"
2014,Math,6,6990,West Sioux,38.0,56.0,67.9,60.1 - 70%,"1300 Falcon Drive
Hawarden, Iowa 51023
(43.000411157, -96.473901123)"
2014,Math,4,873,North Iowa,28.0,29.0,96.6,90.1 - 100%,"111 3rd Ave NW
Buffalo Center, Iowa 50424
(43.388056968, -93.945080272)"
2014,Reading,11,4437,Montezuma,29.0,34.0,85.3,80.1 - 90%,"504 N 4th St
Montezuma, Iowa 50171
(41.591280888, -92.5235874)"
2014,Math,3,4725,Newton,175.0,201.0,87.1,80.1 - 90%,"700 N 4th Ave E Suite300
Newton, Iowa 50208
(41.70279757, -93.04416067)"
2014,Math,4,6471,Tripoli,20.0,24.0,83.3,80.1 - 90%,"209 8th Ave SW
Tripoli, Iowa 506769662
(42.801523631, -92.260465)"
2014,Reading,4,3168,IKM-Manning,38.0,49.0,77.6,70.1 - 80%,"755 Main Street
Manilla, Iowa 514540580
(41.889708051, -95.228760239)"
2014,Math,8,2169,Fairfield,91.0,112.0,81.3,80.1 - 90%,"403 South 20th Street
Fairfield, Iowa 52556
(41.003551228, -91.984202155)"
2014,Math,5,7056,Winterset,90.0,97.0,92.8,90.1 - 100%,"110 West Washington
Winterset, Iowa 502730030
(41.333444175, -94.014776251)"
2014,Reading,5,4860,Odebolt-Arthur,16.0,27.0,59.3,50.1 - 60%,"600 S. Maple
Odebolt, Iowa 514580475
(42.310292609001, -95.251885669)"
2014,Reading,7,4662,New Hampton,72.0,81.0,88.9,80.1 - 90%,"710 W Main
New Hampton, Iowa 506591004
(43.059463053, -92.325916354)"
2014,Math,8,6660,Vinton-Shellsburg,95.0,111.0,85.6,80.1 - 90%,"1502 C Avenue
Vinton, Iowa 52349
(42.157359394, -92.027909269)"
2014,Reading,3,6651,Villisca,17.0,25.0,68.0,60.1 - 70%,"406 East Third Street
Villisca, Iowa 50864
(40.92958893, -94.975704662)"
2014,Math,4,504,Battle Creek-Ida Grove,38.0,46.0,82.6,80.1 - 90%,"900 John Montgomery Dr
Ida Grove, Iowa 51445
(42.335841611, -95.463490416)"
2014,Reading,5,7038,Wilton,42.0,58.0,72.4,70.1 - 80%,"1002 Cypress St
Wilton, Iowa 52778
(41.594973249, -91.011281286)"
2014,Math,8,3168,IKM-Manning,33.0,43.0,76.7,70.1 - 80%,"755 Main Street
Manilla, Iowa 514540580
(41.889708051, -95.228760239)"
2014,Reading,7,4203,Mediapolis,46.0,54.0,85.2,80.1 - 90%,"725 N. Northfield
Mediapolis, Iowa 52637
(41.01322067, -91.160449839)"
2014,Reading,3,914,CAM,33.0,39.0,84.6,80.1 - 90%,"1000 Victory Park Road
Anita, Iowa 50020
(41.451176085001, -94.77242925)"
2014,Reading,4,2097,English Valleys,26.0,34.0,76.5,70.1 - 80%,"211 S College Street
North English, Iowa 52316
(41.513765134, -92.080480579)"
2014,Math,11,914,CAM,29.0,34.0,85.3,80.1 - 90%,"1000 Victory Park Road
Anita, Iowa 50020
(41.451176085001, -94.77242925)"
2014,Math,8,657,Eddyville-Blakesburg,48.0,61.0,78.7,70.1 - 80%,"222 Walnut
Eddyville, Iowa 52553
(41.1565658, -92.637079862)"
2014,Math,10,9,AGWSR,26.0,31.0,83.9,80.1 - 90%,"511 State St
Ackley, Iowa 50601
(42.552016502, -93.051398954)"
2014,Math,10,2763,Clayton Ridge,43.0,54.0,79.6,70.1 - 80%,"131 S River Park Dr
Guttenberg, Iowa 520520520
(42.78584866, -91.097232817)"
2014,Math,3,2846,Harris-Lake Park,20.0,23.0,87.0,80.1 - 90%,"905 South Market
Lake Park, Iowa 51347
(43.448198369, -95.323785409)"
2014,Reading,8,7056,Winterset,95.0,114.0,83.3,80.1 - 90%,"110 West Washington
Winterset, Iowa 502730030
(41.333444175, -94.014776251)"
2014,Math,4,3060,Humboldt,69.0,77.0,89.6,80.1 - 90%,"23 3rd St N
Dakota City, Iowa 50529
(42.721842191, -94.204233062)"
2014,Reading,11,6840,Waverly-Shell Rock,130.0,137.0,94.9,90.1 - 100%,"1415 4th Ave SW
Waverly, Iowa 50677
(42.721711983, -92.489521341)"
2014,Math,6,2862,Hartley-Melvin-Sanborn,34.0,39.0,87.2,80.1 - 90%,"240 1st Street SE
Hartley, Iowa 51346
(43.179893337, -95.473519546)"
2014,Reading,3,6453,Treynor,58.0,63.0,92.1,90.1 - 100%,"102 E Main St
Treynor, Iowa 515750369
(41.232413088001, -95.608719407)"
2014,Reading,3,6102,Spencer,115.0,134.0,85.8,80.1 - 90%,"23 E 7th St
Spencer, Iowa 51301
(43.143656843, -95.143708014)"
2014,Math,4,4890,Okoboji,67.0,73.0,91.8,90.1 - 100%,"1205 7th St
Milford, Iowa 51351
(43.321807506, -95.152847312)"
2014,Math,8,846,Brooklyn-Guernsey-Malcom,27.0,32.0,84.4,80.1 - 90%,"1090 Jackson St
Brooklyn, Iowa 522119705
(41.73809081, -92.445467302)"
2014,Reading,10,3195,Jefferson-Scranton,82.0,91.0,90.1,90.1 - 100%,"204 W Madison Ave
Jefferson, Iowa 50129
(42.012317749, -94.377120273)"
2014,Reading,4,1863,Dubuque,520.0,705.0,73.8,70.1 - 80%,"2300 Chaney Road
Dubuque, Iowa 52001
(42.511203923, -90.706179714)"
2014,Reading,7,2862,Hartley-Melvin-Sanborn,40.0,49.0,81.6,80.1 - 90%,"240 1st Street SE
Hartley, Iowa 51346
(43.179893337, -95.473519546)"
2014,Math,5,135,Allamakee,64.0,95.0,67.4,60.1 - 70%,"1059 3rd Ave NW
Waukon, Iowa 52172
(43.271898976001, -91.490592704)"
2014,Reading,3,1963,East Buchanan,27.0,37.0,73.0,70.1 - 80%,"414 5th St North
Winthrop, Iowa 50682
(42.475879754, -91.736862672)"
2014,Reading,8,4122,Martensdale-St Marys,34.0,46.0,73.9,70.1 - 80%,"390 Burlington
Martensdale, Iowa 50160
(41.372996559, -93.735495715)"
2014,Reading,5,657,Eddyville-Blakesburg,42.0,69.0,60.9,60.1 - 70%,"222 Walnut
Eddyville, Iowa 52553
(41.1565658, -92.637079862)"
2014,Math,8,5256,Pleasantville,51.0,68.0,75.0,70.1 - 80%,"415 Jones St
Pleasantville, Iowa 50225
(41.388307599, -93.273741299)"
2014,Reading,5,4041,Maquoketa,46.0,70.0,65.7,60.1 - 70%,"612 So Vermont
Maquoketa, Iowa 52060
(42.060815723, -90.67317784)"
2014,Math,11,5463,Red Oak,67.0,74.0,90.5,90.1 - 100%,"2011 North 8th
Red Oak, Iowa 51566
(41.021899053, -95.223325144)"
2014,Math,4,5310,Postville,31.0,45.0,68.9,60.1 - 70%,"314 W Post
Postville, Iowa 521620717
(43.083446813, -91.572598014)"
2014,Reading,11,1576,Dallas Center-Grimes,143.0,164.0,87.2,80.1 - 90%,"1414 Walnut St, Ste. 200
Dallas Center, Iowa 50063
(41.684340466, -93.961457206)"
2014,Math,7,6660,Vinton-Shellsburg,88.0,96.0,91.7,90.1 - 100%,"1502 C Avenue
Vinton, Iowa 52349
(42.157359394, -92.027909269)"
2014,Math,3,4446,Monticello,62.0,91.0,68.1,60.1 - 70%,"711 S Maple St
Monticello, Iowa 52310
(42.233168758, -91.18673067)"
2014,Reading,10,2520,Glidden-Ralston,26.0,29.0,89.7,80.1 - 90%,"602 Idaho
Glidden, Iowa 51443
(42.061401498, -94.728933805)"
2014,Reading,11,6512,Twin Cedars,14.0,21.0,66.7,60.1 - 70%,"2204 Highway G71
Bussey, Iowa 50044
(41.219053532, -92.926871056)"
2014,Reading,4,243,Andrew,17.0,22.0,77.3,70.1 - 80%,"13 S Marion
Andrew, Iowa 52030
(42.152732903, -90.591248222)"
2014,Reading,5,7092,Woodbine,24.0,32.0,75.0,70.1 - 80%,"501 Weare St
Woodbine, Iowa 51579
(41.737231207, -95.706557351)"
2014,Math,4,5049,Ottumwa,229.0,304.0,75.3,70.1 - 80%,"422 McCarroll Dr
Ottumwa, Iowa 52501
(41.054992799, -92.404760643)"
2014,Math,7,609,Benton,87.0,97.0,89.7,80.1 - 90%,"304 1st St
Van Horne, Iowa 52346
(42.010130719, -92.085777924)"
2014,Math,7,1206,Clarion-Goldfield,54.0,71.0,76.1,70.1 - 80%,"319 3rd Ave NE
Clarion, Iowa 505251113
(42.734357124001, -93.735960712)"
2014,Math,8,5895,Seymour,11.0,12.0,91.7,90.1 - 100%,"100 South Park
Seymour, Iowa 52590
(40.681343501, -93.116359634)"
2014,Reading,5,6094,Southeast Warren,30.0,36.0,83.3,80.1 - 90%,"16331 Tyler St
Liberty Center, Iowa 50145
(41.204647638, -93.506953573)"
2014,Math,8,6990,West Sioux,34.0,46.0,73.9,70.1 - 80%,"1300 Falcon Drive
Hawarden, Iowa 51023
(43.000411157, -96.473901123)"
2014,Reading,11,6264,West Central Valley,56.0,64.0,87.5,80.1 - 90%,"3299 White Pole Rd
Stuart, Iowa 50250
(41.50371123, -94.29925811)"
2014,Reading,6,4599,Nashua-Plainfield,25.0,35.0,71.4,70.1 - 80%,"612 Greeley St
Nashua, Iowa 50658
(42.94908945, -92.540077705)"
2014,Math,8,1972,Eastern Allamakee,19.0,21.0,90.5,90.1 - 100%,"569 Center St.
Lansing, Iowa 52151
(43.360850761, -91.220915804)"
2014,Math,11,5139,Paton-Churdan,13.0,15.0,86.7,80.1 - 90%,"606 Adrian St
Churdan, Iowa 500500157
(42.15890722, -94.47660096)"
2014,Reading,10,1917,Boyer Valley,21.0,28.0,75.0,70.1 - 80%,"1102 Iowa Ave
Dunlap, Iowa 51529
(41.85431341, -95.594870132)"
2014,Math,5,4446,Monticello,56.0,75.0,74.7,70.1 - 80%,"711 S Maple St
Monticello, Iowa 52310
(42.233168758, -91.18673067)"
2014,Reading,3,5697,Rudd-Rockford-Marble Rk,14.0,22.0,63.6,60.1 - 70%,"1460 210th Street
Rockford, Iowa 504680218
(43.052034686, -92.915467057)"
2014,Reading,6,4725,Newton,170.0,211.0,80.6,80.1 - 90%,"700 N 4th Ave E Suite300
Newton, Iowa 50208
(41.70279757, -93.04416067)"
2014,Math,8,4772,Central Springs,36.0,44.0,81.8,80.1 - 90%,"105 S East St
Manly, Iowa 50456
(43.286787397, -93.19762046)"
2014,Reading,6,6099,South O'Brien,35.0,41.0,85.4,80.1 - 90%,"216 S Rutledge
Paullina, Iowa 510460638
(42.97754916, -95.689147054)"
2014,Math,10,5510,Riverside,43.0,45.0,95.6,90.1 - 100%,"330 Pleasant St
Carson, Iowa 51525
(41.237457777, -95.419260079)"
2014,Math,10,1602,Danville,43.0,47.0,91.5,90.1 - 100%,"419 S Main
Danville, Iowa 52623
(40.860760597, -91.314672134)"
2014,Reading,5,6102,Spencer,94.0,125.0,75.2,70.1 - 80%,"23 E 7th St
Spencer, Iowa 51301
(43.143656843, -95.143708014)"
2014,Reading,11,225,Ames,254.0,297.0,85.5,80.1 - 90%,"415 Stanton Ave
Ames, Iowa 50014
(42.017921297001, -93.648547461)"
2014,Math,3,873,North Iowa,19.0,23.0,82.6,80.1 - 90%,"111 3rd Ave NW
Buffalo Center, Iowa 50424
(43.388056968, -93.945080272)"
2014,Reading,5,6795,Waterloo,451.0,692.0,65.2,60.1 - 70%,"1516 Washington St
Waterloo, Iowa 50702
(42.485820075, -92.332097741)"
2014,Reading,7,4491,Moravia,17.0,28.0,60.7,60.1 - 70%,"505 N Trussell St
Moravia, Iowa 52571
(40.89445017, -92.818025664)"
2014,Reading,11,4779,North Polk,75.0,80.0,93.8,90.1 - 100%,"13930 NE 6th St
Alleman, Iowa 50007
(41.805870727, -93.610359303)"
2014,Reading,10,6969,West Harrison,21.0,25.0,84.0,80.1 - 90%,"410 Pine St
Mondamin, Iowa 51557
(41.709263024, -96.0179304)"
2014,Reading,11,3330,Keota,19.0,22.0,86.4,80.1 - 90%,"400 N Ellis St
Keota, Iowa 52248
(41.367616835, -91.953600145)"
2014,Math,5,4785,North Tama County,33.0,35.0,94.3,90.1 - 100%,"605 Walnut
Traer, Iowa 50675
(42.18821933, -92.467693666)"
2014,Reading,3,4269,Midland,24.0,33.0,72.7,70.1 - 80%,"109 W. Green Street
Wyoming, Iowa 52362
(42.06066169, -91.006033654)"
2014,Math,10,6921,West Bend-Mallard,27.0,35.0,77.1,70.1 - 80%,"300 3rd Ave. SW
West Bend, Iowa 505970247
(42.957771774, -94.448870272)"
2014,Math,4,5895,Seymour,14.0,17.0,82.4,80.1 - 90%,"100 South Park
Seymour, Iowa 52590
(40.681343501, -93.116359634)"
2014,Reading,6,6950,West Delaware County,72.0,87.0,82.8,80.1 - 90%,"701 New St
Manchester, Iowa 52057
(42.489203326, -91.453748627)"
2014,Math,6,72,Albert City-Truesdale,11.0,12.0,91.7,90.1 - 100%,"300 Orchard
Albert City, Iowa 50510
(42.78271724, -94.949880386)"
2014,Reading,8,1503,Creston,80.0,99.0,80.8,80.1 - 90%,"801 N. Elm Street
Creston, Iowa 50801
(41.066193306, -94.363810291)"
2014,Math,3,2205,Farragut,8.0,13.0,61.5,60.1 - 70%,"907 Hartford Ave
Farragut, Iowa 51639
(40.72268279, -95.480926744)"
2014,Reading,7,5510,Riverside,27.0,34.0,79.4,70.1 - 80%,"330 Pleasant St
Carson, Iowa 51525
(41.237457777, -95.419260079)"
2014,Math,4,387,Atlantic,75.0,92.0,81.5,80.1 - 90%,"1100 Linn St
Atlantic, Iowa 50022
(41.399920295, -95.007494477)"
2014,Math,8,4446,Monticello,72.0,82.0,87.8,80.1 - 90%,"711 S Maple St
Monticello, Iowa 52310
(42.233168758, -91.18673067)"
2014,Reading,5,6098,South Tama County,61.0,103.0,59.2,50.1 - 60%,"1702 Harding St
Tama, Iowa 523391028
(41.975800787, -92.581643967)"
2014,Reading,6,5486,Remsen-Union,15.0,18.0,83.3,80.1 - 90%,"511 Roosevelt St
Remsen, Iowa 51050
(42.808784214, -95.96593844)"
2014,Math,8,4617,Nevada,78.0,104.0,75.0,70.1 - 80%,"1035 15th St
Nevada, Iowa 50201
(42.020760519, -93.439933752)"
2014,Reading,3,6512,Twin Cedars,16.0,21.0,76.2,70.1 - 80%,"2204 Highway G71
Bussey, Iowa 50044
(41.219053532, -92.926871056)"
2014,Reading,6,6867,Webster City,76.0,94.0,80.9,80.1 - 90%,"825 Beach St
Webster City, Iowa 505951948
(42.468377962, -93.835408483)"
2014,Reading,8,4777,North Linn,37.0,44.0,84.1,80.1 - 90%,"3033 Lynx Drive
Troy Mills, Iowa 523440200
(42.29278304, -91.682579925)"
2014,Math,8,3420,Lake Mills,40.0,50.0,80.0,70.1 - 80%,"102 S 4th Ave E
Lake Mills, Iowa 50450
(43.415622304, -93.532427647)"
2014,Math,4,1079,Central Lee,67.0,76.0,88.2,80.1 - 90%,"2642 Highway 218
Donnellson, Iowa 52625
(40.577481452, -91.521042214)"
2014,Math,10,261,Ankeny,562.0,614.0,91.5,90.1 - 100%,"306 SW School Street
Ankeny, Iowa 50023
(41.729421311, -93.603308286)"
2014,Reading,5,4774,North Fayette,46.0,51.0,90.2,90.1 - 100%,"600 N. Pine Street
West Union, Iowa 521750073
(42.968944863001, -91.804546803)"
2014,Reading,10,7098,Woodbury Central,40.0,45.0,88.9,80.1 - 90%,"408 South 4th Street
Moville, Iowa 51039
(42.484313339, -96.06924212)"
2014,Reading,7,6094,Southeast Warren,30.0,34.0,88.2,80.1 - 90%,"16331 Tyler St
Liberty Center, Iowa 50145
(41.204647638, -93.506953573)"
2014,Math,4,3033,Hubbard-Radcliffe,15.0,16.0,93.8,90.1 - 100%,"200 Chestnut
Hubbard, Iowa 50122
(42.304392476, -93.301573303)"
2014,Math,11,4779,North Polk,72.0,80.0,90.0,80.1 - 90%,"13930 NE 6th St
Alleman, Iowa 50007
(41.805870727, -93.610359303)"
2014,Reading,7,6095,South Hamilton,46.0,54.0,85.2,80.1 - 90%,"315 Division St
Jewell, Iowa 50130
(42.302508521, -93.644936609)"
2014,Math,5,2151,Exira,18.0,23.0,78.3,70.1 - 80%,"105 East School Street
Exira, Iowa 500760335
(41.58636295, -94.874560332)"
2014,Math,7,6512,Twin Cedars,22.0,28.0,78.6,70.1 - 80%,"2204 Highway G71
Bussey, Iowa 50044
(41.219053532, -92.926871056)"
2014,Reading,7,4787,North Winneshiek,19.0,21.0,90.5,90.1 - 100%,"3495 North Winn Road
Decorah, Iowa 52101
(43.440769252, -91.80947803)"
2014,Math,10,6987,West Monona,37.0,43.0,86.0,80.1 - 90%,"1314 15th St
Onawa, Iowa 51040
(42.022885843, -96.103813924)"
2014,Reading,6,1965,East Central,27.0,34.0,79.4,70.1 - 80%,"121 S Mitchell
Preston, Iowa 52069
(42.048281617001, -90.397488025)"
2014,Math,6,5163,Pekin,36.0,49.0,73.5,70.1 - 80%,"1062 Birch Ave
Packwood, Iowa 525808542
(41.153002366, -92.159172999)"
2014,Math,8,1908,Dunkerton,19.0,34.0,55.9,50.1 - 60%,"509 Canfield
Dunkerton, Iowa 506260308
(42.570421363, -92.16073953)"
2014,Reading,11,504,Battle Creek-Ida Grove,57.0,72.0,79.2,70.1 - 80%,"900 John Montgomery Dr
Ida Grove, Iowa 51445
(42.335841611, -95.463490416)"
2014,Math,6,5823,Schaller-Crestland,38.0,43.0,88.4,80.1 - 90%,"300 S Berwick
Schaller, Iowa 51053
(42.498044213, -95.296475832)"
2014,Math,11,2862,Hartley-Melvin-Sanborn,54.0,60.0,90.0,80.1 - 90%,"240 1st Street SE
Hartley, Iowa 51346
(43.179893337, -95.473519546)"
2014,Reading,7,6219,Storm Lake,94.0,143.0,65.7,60.1 - 70%,"419 Lake Ave
Storm Lake, Iowa 505880638
(42.642078939001, -95.200823167)"
2014,Reading,4,4689,New London,28.0,38.0,73.7,70.1 - 80%,"106 Jack Wilson Dr
New London, Iowa 52645
(40.921759048, -91.394858631)"
2014,Math,10,1093,Central Decatur,32.0,40.0,80.0,70.1 - 80%,"1201 NE Poplar
Leon, Iowa 501441246
(40.748150523, -93.7430749)"
2014,Reading,7,355,Ar-We-Va,14.0,14.0,100.0,90.1 - 100%,"108 Clinton St
Westside, Iowa 51467
(42.075192007, -95.100777451)"
2014,Math,10,4023,Manson Northwest Webster,53.0,57.0,93.0,90.1 - 100%,"1016 Main Street
Manson, Iowa 505630387
(42.52976027, -94.534288056)"
2014,Reading,6,4043,Maquoketa Valley,41.0,44.0,93.2,90.1 - 100%,"112 3rd Street
Delhi, Iowa 52223
(42.426189723, -91.33077292)"
2014,Math,8,4131,Mason City,179.0,251.0,71.3,70.1 - 80%,"1515 S. Pennsylvania Ave
Mason City, Iowa 50401
(43.166840753, -93.198492687)"
2014,Reading,3,3744,Lisbon,37.0,47.0,78.7,70.1 - 80%,"235 W School St
Lisbon, Iowa 522530839
(41.919553303001, -91.388930888)"
2014,Math,6,3600,Le Mars,131.0,154.0,85.1,80.1 - 90%,"940 Lincoln Street SW
Le Mars, Iowa 51031
(42.781304542001, -96.181023216)"
2014,Math,10,2718,Griswold,31.0,32.0,96.9,90.1 - 100%,"20 Madison
Griswold, Iowa 515350280
(41.238123121, -95.13578318)"
2014,Reading,10,4043,Maquoketa Valley,53.0,59.0,89.8,80.1 - 90%,"112 3rd Street
Delhi, Iowa 52223
(42.426189723, -91.33077292)"
2014,Reading,10,1449,Corwith-Wesley,11.0,11.0,100.0,90.1 - 100%,"408 SE Elm St
Corwith, Iowa 504300127
(42.994122937001, -93.959054133)"
2014,Reading,5,4212,Melcher-Dallas,20.0,24.0,83.3,80.1 - 90%,"214 S Main
Melcher, Iowa 50163
(41.223068663, -93.241824355)"
2014,Reading,11,7110,Woodward-Granger,36.0,50.0,72.0,70.1 - 80%,"306 W 3rd St
Woodward, Iowa 50276
(41.855671951, -93.925557162)"
2014,Math,7,6950,West Delaware County,76.0,88.0,86.4,80.1 - 90%,"701 New St
Manchester, Iowa 52057
(42.489203326, -91.453748627)"
2014,Reading,8,1221,Clear Creek Amana,82.0,104.0,78.8,70.1 - 80%,"327 South Augusta Ave
Oxford, Iowa 52322
(41.720666113, -91.790732011)"
2014,Math,5,2376,Galva-Holstein,26.0,26.0,100.0,90.1 - 100%,"519 E Maple
Holstein, Iowa 51025
(42.487382109, -95.541362025)"
2014,Math,10,1079,Central Lee,75.0,86.0,87.2,80.1 - 90%,"2642 Highway 218
Donnellson, Iowa 52625
(40.577481452, -91.521042214)"
2014,Reading,7,1082,Central Clinton,86.0,108.0,79.6,70.1 - 80%,"331 E. 8th St
De Witt, Iowa 527420110
(41.823411881, -90.528412296)"
2014,Math,5,4778,North Kossuth,10.0,22.0,45.5,40.1 - 50%,"203 5th Street North
Swea City, Iowa 50590
(43.383718628, -94.312397755)"
2014,Reading,8,2862,Hartley-Melvin-Sanborn,21.0,34.0,61.8,60.1 - 70%,"240 1st Street SE
Hartley, Iowa 51346
(43.179893337, -95.473519546)"
2014,Reading,3,6536,Union,42.0,52.0,80.8,80.1 - 90%,"200 Adams St
La Porte City, Iowa 506511143
(42.314613123, -92.198156513)"
2014,Math,7,6012,Sigourney,39.0,41.0,95.1,90.1 - 100%,"300 West Kelly
Sigourney, Iowa 52591
(41.324538019001, -92.208010827)"
2014,Reading,5,4086,Marion,114.0,143.0,79.7,70.1 - 80%,"777 S 15th St
Marion, Iowa 52302
(42.022971748, -91.593793919)"
2014,Reading,8,1619,Davis County,45.0,74.0,60.8,60.1 - 70%,"608 S. Washington
Bloomfield, Iowa 52537
(40.744092296, -92.412623125)"
2014,Math,10,6035,Sioux Central,38.0,43.0,88.4,80.1 - 90%,"4440 U.S. Hwy 71
Sioux Rapids, Iowa 50585
(42.897237523, -95.142078275)"
2014,Math,8,1079,Central Lee,58.0,81.0,71.6,70.1 - 80%,"2642 Highway 218
Donnellson, Iowa 52625
(40.577481452, -91.521042214)"
2014,Reading,8,5121,Panorama,48.0,54.0,88.9,80.1 - 90%,"701 W Main
Panora, Iowa 50216
(41.691569911001, -94.374259674)"
2014,Reading,8,6921,West Bend-Mallard,13.0,23.0,56.5,50.1 - 60%,"300 3rd Ave. SW
West Bend, Iowa 505970247
(42.957771774, -94.448870272)"
2014,Math,11,4572,Murray,27.0,29.0,93.1,90.1 - 100%,"216 Sherman
Murray, Iowa 501740187
(41.039881776, -93.953647488)"
2014,Reading,11,6937,West Burlington,53.0,60.0,88.3,80.1 - 90%,"607 Ramsey St
West Burlington, Iowa 52655
(40.820228036, -91.159167305)"
2014,Reading,10,1972,Eastern Allamakee,19.0,23.0,82.6,80.1 - 90%,"569 Center St.
Lansing, Iowa 52151
(43.360850761, -91.220915804)"
2014,Reading,5,4775,Northeast Hamilton,9.0,10.0,90.0,80.1 - 90%,"606 Illinois St
Blairsburg, Iowa 50034
(42.480561718001, -93.639521298)"
2014,Reading,8,2520,Glidden-Ralston,17.0,18.0,94.4,90.1 - 100%,"602 Idaho
Glidden, Iowa 51443
(42.061401498, -94.728933805)"
2014,Math,7,4773,Northeast,47.0,47.0,100.0,90.1 - 100%,"1450 370th Ave
Goose Lake, Iowa 52750
(41.967391117, -90.373692002)"
2014,Math,8,6030,Sioux Center,69.0,81.0,85.2,80.1 - 90%,"550 9th St NE
Sioux Center, Iowa 51250
(43.086406873001, -96.168600466)"
2014,Math,10,6099,South O'Brien,38.0,40.0,95.0,90.1 - 100%,"216 S Rutledge
Paullina, Iowa 510460638
(42.97754916, -95.689147054)"
2014,Reading,8,4509,Morning Sun,13.0,17.0,76.5,70.1 - 80%,"311 Division Street
Morning Sun, Iowa 52640
(41.095866365, -91.2511513)"
2014,Reading,8,243,Andrew,13.0,17.0,76.5,70.1 - 80%,"13 S Marion
Andrew, Iowa 52030
(42.152732903, -90.591248222)"
2014,Math,6,6534,Underwood,45.0,54.0,83.3,80.1 - 90%,"601 Third Street
Underwood, Iowa 515760130
(41.387093094, -95.68317064)"
2014,Math,6,1638,Decorah,104.0,113.0,92.0,90.1 - 100%,"510 Winnebago Street
Decorah, Iowa 52101
(43.300473668, -91.78708747)"
2014,Reading,3,4772,Central Springs,32.0,43.0,74.4,70.1 - 80%,"105 S East St
Manly, Iowa 50456
(43.286787397, -93.19762046)"
2014,Math,4,4043,Maquoketa Valley,44.0,46.0,95.7,90.1 - 100%,"112 3rd Street
Delhi, Iowa 52223
(42.426189723, -91.33077292)"
2014,Reading,11,5643,Roland-Story,64.0,74.0,86.5,80.1 - 90%,"1009 Story St
Story City, Iowa 50248
(42.188027095, -93.588865664)"
2014,Reading,11,981,Carlisle,121.0,146.0,82.9,80.1 - 90%,"430 School St
Carlisle, Iowa 50047
(41.498433476, -93.490462462)"
2014,Reading,5,3465,Lamoni,24.0,31.0,77.4,70.1 - 80%,"202 N Walnut St
Lamoni, Iowa 50140
(40.622532216, -93.935606211)"
